"","CustomerID","freq","Total_Sales","Total_Quantity","Country","Classification"
"2021",15107,17,319.5,170,"United Kingdom","Lead"
"3393",16967,21,319.02,333,"United Kingdom","Lead"
"3522",17157,13,319,172,"United Kingdom","Lead"
"3571",17229,47,318.76,185,"United Kingdom","Lead"
"1733",14703,22,318.17,183,"United Kingdom","Lead"
"247",12648,21,318.05,160,"Germany","Lead"
"4175",18066,10,318,108,"United Kingdom","Lead"
"3533",17172,15,317.76,480,"United Kingdom","Lead"
"3600",17267,38,317.62,159,"United Kingdom","Lead"
"2016",15101,8,317.53,241,"United Kingdom","Lead"
"2966",16386,88,317.2,224,"United Kingdom","Lead"
"2139",15257,7,317.15,46,"United Kingdom","Lead"
"2232",15385,12,316.88,161,"United Kingdom","Lead"
"2127",15243,22,316.68,185,"United Kingdom","Lead"
"3238",16761,13,316.62,341,"United Kingdom","Lead"
"2095",15204,9,316.58,258,"United Kingdom","Lead"
"3737",17458,54,316.5,170,"United Kingdom","Lead"
"858",13494,18,316.26,162,"United Kingdom","Lead"
"1565",14479,18,316.25,117,"United Kingdom","Lead"
"3031",16473,18,316.11,196,"United Kingdom","Lead"
"217",12614,20,315.6,76,"Germany","Lead"
"2744",16091,18,315.06,154,"United Kingdom","Lead"
"2517",15766,11,315.06,170,"United Kingdom","Lead"
"3579",17237,19,314.69,105,"United Kingdom","Lead"
"471",12953,16,314.55,78,"United Kingdom","Lead"
"2828",16193,19,314.45,219,"United Kingdom","Lead"
"249",12650,20,314.44,254,"France","Lead"
"2854",16227,6,314.22,90,"United Kingdom","Lead"
"2658",15970,11,314.1,116,"United Kingdom","Lead"
"849",13484,8,313.8,44,"United Kingdom","Lead"
"3587",17248,68,313.65,209,"United Kingdom","Lead"
"3104",16582,6,313.62,164,"United Kingdom","Lead"
"1751",14729,71,313.49,197,"United Kingdom","Lead"
"1108",13845,9,312.98,182,"United Kingdom","Lead"
"2184",15318,33,312.62,642,"United Kingdom","Lead"
"386",12834,18,312.38,110,"United Kingdom","Lead"
"3663",17362,35,312.23,191,"United Kingdom","Lead"
"3464",17070,64,312.14,133,"United Kingdom","Lead"
"352",12785,14,311.95,131,"Portugal","Lead"
"3014",16450,11,311.92,200,"United Kingdom","Lead"
"1324",14142,22,311.81,313,"United Kingdom","Lead"
"2190",15326,29,311.71,386,"United Kingdom","Lead"
"1904",14951,20,311.69,311,"United Kingdom","Lead"
"1454",14327,12,311.65,139,"United Kingdom","Lead"
"400",12852,17,311.55,149,"United Kingdom","Lead"
"1214",13990,16,311.3,190,"United Kingdom","Lead"
"4020",17854,15,311.26,84,"United Kingdom","Lead"
"3257",16781,17,311.25,113,"United Kingdom","Lead"
"1150",13897,17,311.16,200,"United Kingdom","Lead"
"4068",17912,38,311.01,185,"United Kingdom","Lead"
"2082",15185,21,310.62,666,"United Kingdom","Lead"
"2177",15308,19,310.47,175,"United Kingdom","Lead"
"1445",14311,20,310.26,146,"United Kingdom","Lead"
"1890",14924,10,310.05,64,"United Kingdom","Lead"
"2439",15661,5,309.8,236,"United Kingdom","Lead"
"2466",15699,18,309.65,113,"United Kingdom","Lead"
"3278",16810,15,309.54,114,"United Kingdom","Lead"
"1463",14339,14,309.52,168,"United Kingdom","Lead"
"1831",14847,13,309.4,120,"United Kingdom","Lead"
"3842",17604,63,309.36,169,"United Kingdom","Lead"
"423",12884,7,309.05,43,"United Kingdom","Lead"
"1067",13787,31,309.04,337,"United Kingdom","Lead"
"1943",15010,20,308.94,184,"United Kingdom","Lead"
"3385",16956,16,308.74,114,"United Kingdom","Lead"
"1001",13699,14,308.58,66,"United Kingdom","Lead"
"3772",17510,20,308.48,214,"United Kingdom","Lead"
"773",13369,14,308.28,149,"United Kingdom","Lead"
"835",13466,17,307.9,259,"United Kingdom","Lead"
"2660",15973,4,307.82,106,"United Kingdom","Lead"
"2772",16123,16,307.78,170,"United Kingdom","Lead"
"789",13395,21,307.72,336,"United Kingdom","Lead"
"543",13060,15,307.53,123,"United Kingdom","Lead"
"1884",14915,12,307.48,112,"United Kingdom","Lead"
"3499",17120,18,307.46,120,"United Kingdom","Lead"
"1172",13932,16,307.4,72,"United Kingdom","Lead"
"605",13142,23,307.09,258,"United Kingdom","Lead"
"3640",17334,11,307.02,315,"United Kingdom","Lead"
"2003",15087,15,306.94,470,"United Kingdom","Lead"
"1570",14484,13,306.92,198,"United Kingdom","Lead"
"3803",17551,43,306.84,150,"United Kingdom","Lead"
"1052",13762,7,306.72,272,"United Kingdom","Lead"
"3166",16668,20,306.72,318,"United Kingdom","Lead"
"1016",13718,12,306.55,173,"United Kingdom","Lead"
"4170",18059,19,306.46,263,"United Kingdom","Lead"
"2437",15659,11,306.45,111,"United Kingdom","Lead"
"3537",17176,15,306.13,170,"United Kingdom","Lead"
"1121",13863,20,305.78,224,"United Kingdom","Lead"
"2107",15219,9,305.75,45,"United Kingdom","Lead"
"3599",17266,78,305.64,157,"United Kingdom","Lead"
"3268",16796,18,305.62,186,"United Kingdom","Lead"
"2817",16181,11,305.54,152,"United Kingdom","Lead"
"533",13045,18,305.28,221,"United Kingdom","Lead"
"4290",18220,2,305.28,288,"United Kingdom","Lead"
"226",12623,18,305.1,191,"Germany","Lead"
"981",13667,87,305.02,154,"United Kingdom","Lead"
"4090",17941,2,304.56,252,"United Kingdom","Lead"
"2067",15163,29,304.47,186,"United Kingdom","Lead"
"2847",16217,15,304.25,91,"United Kingdom","Lead"
"4265",18185,17,304.25,183,"United Kingdom","Lead"
"3941",17732,18,303.97,93,"United Kingdom","Lead"
"2975",16400,29,303.93,172,"United Kingdom","Lead"
"561",13083,18,303.75,187,"United Kingdom","Lead"
"1984",15060,121,303.09,263,"United Kingdom","Lead"
"2995",16425,21,302.7,199,"United Kingdom","Lead"
"1404",14248,8,302.58,102,"United Kingdom","Lead"
"4248",18165,10,302.46,254,"United Kingdom","Lead"
"2895",16292,17,302.25,191,"United Kingdom","Lead"
"3768",17506,14,302.2,139,"United Kingdom","Lead"
"1980",15054,114,302.1,198,"United Kingdom","Lead"
"3482",17094,14,302,152,"United Kingdom","Lead"
"2898",16297,20,301.9,206,"United Kingdom","Lead"
"3200",16715,19,301.72,642,"United Kingdom","Lead"
"2443",15667,13,301.32,240,"United Kingdom","Lead"
"2056",15148,20,301.29,187,"United Kingdom","Lead"
"2410",15623,19,301.03,125,"United Kingdom","Lead"
"4119",17978,12,300.92,499,"United Kingdom","Lead"
"2999",16430,6,300.85,103,"United Kingdom","Lead"
"3036",16479,35,300.83,102,"United Kingdom","Lead"
"1776",14762,21,300.52,341,"United Kingdom","Lead"
"722",13304,21,300.42,238,"United Kingdom","Lead"
"2136",15254,18,300.36,275,"United Kingdom","Lead"
"1038",13745,25,300.04,496,"United Kingdom","Lead"
"4166",18053,20,300.02,302,"United Kingdom","Lead"
"2977",16402,60,299.6,149,"United Kingdom","Lead"
"4285",18215,13,299.34,118,"United Kingdom","Lead"
"3502",17124,32,298.89,130,"United Kingdom","Lead"
"2400",15609,16,298.48,148,"United Kingdom","Lead"
"3593",17255,78,298.41,232,"United Kingdom","Lead"
"4000",17824,13,298.4,408,"United Kingdom","Lead"
"3719",17433,53,298.21,184,"United Kingdom","Lead"
"3899",17678,16,298.11,207,"United Kingdom","Lead"
"420",12881,7,298,21,"United Kingdom","Lead"
"2586",15857,14,297,308,"United Kingdom","Lead"
"1008",13708,51,296.88,306,"United Kingdom","Lead"
"1930",14985,87,296.75,260,"United Kingdom","Lead"
"3791",17531,14,296.7,136,"United Kingdom","Lead"
"820",13441,13,296.64,204,"United Kingdom","Lead"
"2061",15154,85,296.42,104,"United Kingdom","Lead"
"1042",13751,9,296.25,152,"United Kingdom","Lead"
"867",13504,22,295.93,178,"United Kingdom","Lead"
"3413",16998,4,295,76,"United Kingdom","Lead"
"918",13573,26,294.4,303,"United Kingdom","Lead"
"2491",15732,14,294.12,215,"United Kingdom","Lead"
"2755",16104,28,294.06,121,"United Kingdom","Lead"
"3527",17163,5,293.1,66,"United Kingdom","Lead"
"381",12829,11,293,376,"United Kingdom","Lead"
"2352",15545,81,292.72,163,"United Kingdom","Lead"
"3206",16721,37,292.47,172,"United Kingdom","Lead"
"688",13259,87,292.32,132,"United Kingdom","Lead"
"865",13502,18,292,264,"United Kingdom","Lead"
"823",13449,19,291.88,222,"United Kingdom","Lead"
"1698",14656,80,291.05,120,"United Kingdom","Lead"
"845",13479,14,291,133,"United Kingdom","Lead"
"1901",14947,14,290.82,179,"United Kingdom","Lead"
"3152",16648,19,290.66,281,"United Kingdom","Lead"
"2157",15279,19,290.51,189,"United Kingdom","Lead"
"3907",17691,19,290.4,134,"United Kingdom","Lead"
"3068",16526,15,290.36,106,"United Kingdom","Lead"
"3472",17081,64,290.16,78,"United Kingdom","Lead"
"1790",14784,15,289.99,237,"United Kingdom","Lead"
"3743",17464,9,289.96,220,"United Kingdom","Lead"
"1906",14953,55,289.82,225,"United Kingdom","Lead"
"3338",16897,37,289.78,73,"United Kingdom","Lead"
"1340",14162,25,289.36,142,"United Kingdom","Lead"
"2774",16125,13,289.35,124,"United Kingdom","Lead"
"1624",14549,56,289.24,136,"United Kingdom","Lead"
"3763",17501,18,288.6,160,"United Kingdom","Lead"
"3276",16808,23,288.42,196,"United Kingdom","Lead"
"2240",15396,14,288.18,122,"United Kingdom","Lead"
"897",13544,86,288.16,126,"United Kingdom","Lead"
"4118",17977,21,288.14,342,"United Kingdom","Lead"
"3471",17080,8,287.62,166,"United Kingdom","Lead"
"3960",17760,25,287.59,239,"United Kingdom","Lead"
"3001",16432,8,287.4,276,"United Kingdom","Lead"
"1050",13760,57,286.79,197,"United Kingdom","Lead"
"3087",16555,17,285.89,175,"United Kingdom","Lead"
"1702",14660,30,285.74,228,"United Kingdom","Lead"
"3864",17636,20,285.56,182,"United Kingdom","Lead"
"2998",16429,2,284.55,9,"United Kingdom","Lead"
"4268",18190,15,284.46,140,"United Kingdom","Lead"
"588",13121,50,283.73,252,"United Kingdom","Lead"
"819",13439,54,283.71,242,"United Kingdom","Lead"
"290",12703,21,283.55,164,"Germany","Lead"
"3976",17783,67,283.47,354,"United Kingdom","Lead"
"3589",17251,39,283.28,110,"United Kingdom","Lead"
"4328",18270,11,283.15,101,"United Kingdom","Lead"
"3910",17694,15,283.12,184,"United Kingdom","Lead"
"1472",14350,18,282.93,183,"United Kingdom","Lead"
"1045",13754,12,282.6,214,"United Kingdom","Lead"
"631",13177,17,282.45,91,"United Kingdom","Lead"
"3089",16557,11,281.85,111,"United Kingdom","Lead"
"3694",17403,33,281.62,117,"United Kingdom","Lead"
"3307",16848,14,281.42,182,"United Kingdom","Lead"
"1399",14242,16,280.55,123,"United Kingdom","Lead"
"941",13606,43,280.54,279,"United Kingdom","Lead"
"2793",16149,18,280.52,308,"United Kingdom","Lead"
"1925",14975,11,279.94,380,"United Kingdom","Lead"
"2361",15556,31,279.77,236,"United Kingdom","Lead"
"1566",14480,13,279.05,143,"United Kingdom","Lead"
"3978",17786,72,278.74,200,"United Kingdom","Lead"
"1777",14764,6,278.3,190,"United Kingdom","Lead"
"1879",14908,9,277.8,132,"United Kingdom","Lead"
"4110",17968,85,277.35,160,"United Kingdom","Lead"
"1076",13803,17,277.07,121,"United Kingdom","Lead"
"2211",15355,14,277.05,45,"United Kingdom","Lead"
"700",13272,15,276.56,96,"United Kingdom","Lead"
"329",12750,15,275.88,137,"Poland","Lead"
"1593",14512,23,275.28,122,"United Kingdom","Lead"
"2907",16313,16,274.15,165,"United Kingdom","Lead"
"3211",16727,46,272.82,177,"United Kingdom","Lead"
"3592",17254,112,272.44,252,"United Kingdom","Lead"
"1591",14508,56,272.27,130,"United Kingdom","Lead"
"3760",17498,17,272.22,394,"United Kingdom","Lead"
"1815",14819,13,272.07,109,"United Kingdom","Lead"
"1159",13917,18,272.04,228,"United Kingdom","Lead"
"1812",14816,4,271.85,5,"United Kingdom","Lead"
"541",13058,8,271.4,52,"United Kingdom","Lead"
"1103",13837,19,271.24,183,"United Kingdom","Lead"
"3965",17767,21,271.2,128,"United Kingdom","Lead"
"3759",17496,10,271.05,79,"United Kingdom","Lead"
"4207",18108,17,271,84,"United Kingdom","Lead"
"3421",17011,15,270.9,186,"United Kingdom","Lead"
"2521",15774,25,270.8,87,"United Kingdom","Lead"
"892",13533,76,270.79,204,"United Kingdom","Lead"
"1599",14520,4,270.6,146,"United Kingdom","Lead"
"676",13242,13,270.4,130,"United Kingdom","Lead"
"169",12558,11,269.96,196,"USA","Lead"
"2249",15408,34,267.18,106,"United Kingdom","Lead"
"3802",17550,42,267.16,86,"United Kingdom","Lead"
"2186",15320,36,267.13,326,"United Kingdom","Lead"
"3923",17708,35,267.08,91,"United Kingdom","Lead"
"3015",16451,14,266.97,120,"United Kingdom","Lead"
"1845",14863,11,266.76,132,"United Kingdom","Lead"
"2032",15119,14,266.4,88,"United Kingdom","Lead"
"475",12962,16,266.39,129,"United Kingdom","Lead"
"1272",14068,24,265.85,73,"United Kingdom","Lead"
"3716",17430,14,265.76,190,"United Kingdom","Lead"
"1524",14423,3,265.2,120,"United Kingdom","Lead"
"1200",13973,11,264.7,109,"United Kingdom","Lead"
"2623",15912,19,264.62,185,"United Kingdom","Lead"
"1546",14452,62,264.44,119,"United Kingdom","Lead"
"2610",15894,41,263.55,168,"United Kingdom","Lead"
"3370",16936,57,262.68,173,"United Kingdom","Lead"
"3549",17194,29,262.62,119,"United Kingdom","Lead"
"2986",16413,31,262.2,148,"United Kingdom","Lead"
"3329",16883,37,261.98,99,"United Kingdom","Lead"
"3681",17385,47,261.11,201,"United Kingdom","Lead"
"640",13189,29,260.68,842,"United Kingdom","Lead"
"2329",15517,26,260.53,291,"United Kingdom","Lead"
"1261",14053,4,260.25,215,"United Kingdom","Lead"
"1945",15014,35,260.17,151,"United Kingdom","Lead"
"2051",15143,14,259.45,150,"United Kingdom","Lead"
"3503",17125,40,259.35,291,"United Kingdom","Lead"
"592",13127,15,259.17,127,"United Kingdom","Lead"
"3011",16447,36,259.01,223,"United Kingdom","Lead"
"2376",15577,39,258.88,89,"United Kingdom","Lead"
"703",13277,8,258.4,176,"United Kingdom","Lead"
"665",13227,9,257.7,99,"United Kingdom","Lead"
"1488",14375,75,257.68,194,"United Kingdom","Lead"
"4138",18009,32,257.34,126,"United Kingdom","Lead"
"951",13626,19,257.23,209,"United Kingdom","Lead"
"3586",17247,54,257.19,86,"United Kingdom","Lead"
"1949",15019,68,257.15,156,"United Kingdom","Lead"
"889",13529,14,256.91,71,"United Kingdom","Lead"
"2717",16048,8,256.44,144,"United Kingdom","Lead"
"69",12430,11,256.4,117,"Norway","Lead"
"1079",13806,10,256.38,56,"United Kingdom","Lead"
"4057",17896,2,256.32,288,"United Kingdom","Lead"
"2156",15277,12,255.9,205,"United Kingdom","Lead"
"1857",14881,17,255.4,316,"United Kingdom","Lead"
"2853",16226,8,255.12,192,"United Kingdom","Lead"
"2142",15261,19,254.82,270,"United Kingdom","Lead"
"210",12604,16,254.18,201,"France","Lead"
"1778",14765,39,254.11,135,"United Kingdom","Lead"
"2459",15689,9,254.1,84,"United Kingdom","Lead"
"361",12797,13,254.03,118,"Portugal","Lead"
"2513",15759,7,253.04,60,"United Kingdom","Lead"
"4026",17860,58,252.8,104,"United Kingdom","Lead"
"1963",15035,27,252.73,245,"United Kingdom","Lead"
"795",13404,11,252.49,111,"United Kingdom","Lead"
"2204",15346,17,252.42,144,"United Kingdom","Lead"
"1011",13711,13,252.06,140,"United Kingdom","Lead"
"2921",16330,39,251.91,147,"United Kingdom","Lead"
"3298",16836,11,251.87,165,"United Kingdom","Lead"
"3521",17155,20,251.7,242,"United Kingdom","Lead"
"3397",16976,2,251.52,88,"United Kingdom","Lead"
"2700",16024,64,251.24,398,"United Kingdom","Lead"
"874",13512,15,251.21,143,"United Kingdom","Lead"
"1584",14501,10,251.21,161,"United Kingdom","Lead"
"649",13207,8,250.26,130,"United Kingdom","Lead"
"3115",16596,12,250.15,97,"United Kingdom","Lead"
"3622",17303,53,250.04,144,"United Kingdom","Lead"
"2323",15510,1,250,2,"United Kingdom","Lead"
"3735",17456,17,249.86,222,"United Kingdom","Lead"
"2773",16124,11,249,48,"United Kingdom","Lead"
"544",13061,10,248.61,107,"United Kingdom","Lead"
"3493",17111,30,248.61,302,"United Kingdom","Lead"
"4283",18212,43,248.42,101,"United Kingdom","Lead"
"3057",16510,13,248.1,92,"United Kingdom","Lead"
"2012",15097,25,248.08,170,"United Kingdom","Lead"
"931",13592,16,247.96,84,"United Kingdom","Lead"
"4180",18072,18,247.44,288,"United Kingdom","Lead"
"757",13349,16,247.32,225,"United Kingdom","Lead"
"1700",14658,29,247.15,47,"United Kingdom","Lead"
"3451",17051,43,247.14,184,"United Kingdom","Lead"
"3605",17278,15,246.04,179,"United Kingdom","Lead"
"3254",16778,16,245.94,194,"United Kingdom","Lead"
"3969",17771,54,245.81,287,"United Kingdom","Lead"
"258",12660,13,245.1,127,"France","Lead"
"2031",15118,1,244.8,1440,"United Kingdom","Lead"
"3119",16601,31,244.8,134,"United Kingdom","Lead"
"3070",16528,17,244.41,171,"United Kingdom","Lead"
"4053",17892,28,244.1,109,"United Kingdom","Lead"
"4077",17925,1,244.08,72,"United Kingdom","Lead"
"575",13103,8,243.94,82,"United Kingdom","Lead"
"3265",16793,16,243.84,146,"United Kingdom","Lead"
"4271",18193,16,243.76,124,"United Kingdom","Lead"
"1141",13886,16,243.56,126,"United Kingdom","Lead"
"2417",15634,15,243.55,99,"United Kingdom","Lead"
"3643",17339,9,243.36,152,"United Kingdom","Lead"
"1692",14647,30,243.22,95,"United Kingdom","Lead"
"2845",16215,14,242.35,104,"United Kingdom","Lead"
"2523",15776,18,241.62,138,"United Kingdom","Lead"
"1601",14523,12,241.09,251,"United Kingdom","Lead"
"2997",16427,9,241.06,156,"United Kingdom","Lead"
"2390",15598,14,240.68,160,"United Kingdom","Lead"
"2160",15286,3,240.55,55,"United Kingdom","Lead"
"911",13565,38,240.22,172,"United Kingdom","Lead"
"3594",17256,16,240,141,"United Kingdom","Lead"
"3540",17181,23,239.92,241,"United Kingdom","Lead"
"2460",15690,19,239.76,408,"United Kingdom","Lead"
"915",13570,27,239.49,161,"United Kingdom","Lead"
"3903",17684,15,239.41,145,"United Kingdom","Lead"
"3234",16756,13,239.4,106,"United Kingdom","Lead"
"2580",15850,97,238.85,302,"United Kingdom","Lead"
"172",12561,16,238.85,177,"Germany","Lead"
"303",12718,19,238.25,203,"France","Lead"
"1775",14761,10,238.2,112,"United Kingdom","Lead"
"4039",17877,12,237.61,98,"United Kingdom","Lead"
"4066",17908,56,237.38,171,"United Kingdom","Lead"
"1650",14586,19,237.36,444,"United Kingdom","Lead"
"2286",15457,58,237.07,132,"United Kingdom","Lead"
"316",12732,12,236.26,111,"France","Lead"
"2702",16026,32,236.09,243,"United Kingdom","Lead"
"638",13187,37,236.02,95,"United Kingdom","Lead"
"2289",15462,11,234.6,172,"United Kingdom","Lead"
"1560",14473,7,234.34,88,"United Kingdom","Lead"
"3457",17060,5,234.24,216,"United Kingdom","Lead"
"3389",16961,14,234.17,125,"United Kingdom","Lead"
"320",12736,4,234,173,"France","Lead"
"756",13348,14,233.76,136,"United Kingdom","Lead"
"3105",16583,14,233.45,111,"United Kingdom","Lead"
"2900",16302,11,233.22,158,"United Kingdom","Lead"
"118",12492,18,233.21,168,"Germany","Lead"
"4135",18005,59,232.77,92,"United Kingdom","Lead"
"988",13678,16,232.6,924,"United Kingdom","Lead"
"4284",18213,15,232.48,232,"United Kingdom","Lead"
"2767",16117,30,232.21,130,"United Kingdom","Lead"
"966",13645,4,232.2,156,"United Kingdom","Lead"
"2237",15393,12,231.86,150,"United Kingdom","Lead"
"4209",18110,44,231.2,84,"United Kingdom","Lead"
"3147",16641,12,231.1,256,"United Kingdom","Lead"
"2304",15483,87,230.86,294,"United Kingdom","Lead"
"4151",18030,9,230.65,67,"United Kingdom","Lead"
"1066",13786,7,230.4,136,"United Kingdom","Lead"
"1933",14995,60,230.28,102,"United Kingdom","Lead"
"3361",16926,14,230.25,35,"United Kingdom","Lead"
"1193",13960,12,230.22,142,"United Kingdom","Lead"
"367",12812,15,229.64,164,"Japan","Lead"
"841",13474,64,229.59,132,"United Kingdom","Lead"
"508",13008,14,229.47,175,"United Kingdom","Lead"
"2339",15528,26,229.33,123,"United Kingdom","Lead"
"3650",17347,1,228.96,216,"United Kingdom","Lead"
"608",13146,17,228.91,154,"United Kingdom","Lead"
"1012",13712,10,228.84,352,"United Kingdom","Lead"
"552",13070,9,228.8,110,"United Kingdom","Lead"
"4111",17969,14,228.2,152,"United Kingdom","Lead"
"3069",16527,14,228.06,106,"United Kingdom","Lead"
"2594",15866,44,227.98,125,"United Kingdom","Lead"
"1638",14569,12,227.39,79,"United Kingdom","Lead"
"3558",17212,4,226.85,147,"United Kingdom","Lead"
"3818",17572,12,226.75,95,"United Kingdom","Lead"
"2908",16315,14,226.37,75,"United Kingdom","Lead"
"3009",16445,62,226.36,110,"United Kingdom","Lead"
"3253",16777,50,226.35,64,"United Kingdom","Lead"
"3132",16619,14,226.21,133,"United Kingdom","Lead"
"266",12672,10,225.9,78,"France","Lead"
"3981",17789,14,225.9,74,"United Kingdom","Lead"
"1674",14624,13,225.85,162,"United Kingdom","Lead"
"1479",14357,41,225.77,148,"United Kingdom","Lead"
"45",12402,11,225.6,94,"Belgium","Lead"
"3183",16690,12,225.58,138,"United Kingdom","Lead"
"1260",14052,56,225.36,89,"United Kingdom","Lead"
"3108",16587,13,225.15,71,"United Kingdom","Lead"
"3532",17171,16,224.91,185,"United Kingdom","Lead"
"2075",15175,23,224.14,454,"United Kingdom","Lead"
"3030",16471,13,223.95,141,"United Kingdom","Lead"
"3231",16753,34,223.92,189,"United Kingdom","Lead"
"1891",14929,11,223.88,136,"United Kingdom","Lead"
"1166",13926,11,223.85,104,"United Kingdom","Lead"
"4202",18101,41,223.65,88,"United Kingdom","Lead"
"3792",17534,9,223.36,103,"United Kingdom","Lead"
"2419",15637,15,223.36,128,"United Kingdom","Lead"
"781",13382,15,222.99,131,"United Kingdom","Lead"
"2612",15897,24,222.05,261,"United Kingdom","Lead"
"1911",14960,27,221.27,221,"United Kingdom","Lead"
"2969",16392,45,221.19,203,"United Kingdom","Lead"
"804",13419,16,221.06,275,"United Kingdom","Lead"
"2533",15790,35,220.85,114,"United Kingdom","Lead"
"3038",16482,18,220.62,346,"United Kingdom","Lead"
"4212",18114,28,220.1,55,"United Kingdom","Lead"
"557",13079,6,220.1,62,"United Kingdom","Lead"
"937",13600,19,219.52,324,"United Kingdom","Lead"
"2011",15096,11,219.39,120,"United Kingdom","Lead"
"3337",16895,69,219.14,102,"United Kingdom","Lead"
"289",12702,12,219,53,"Germany","Lead"
"983",13669,9,218.55,237,"United Kingdom","Lead"
"3852",17619,77,218.52,127,"United Kingdom","Lead"
"811",13428,74,218.47,156,"United Kingdom","Lead"
"182",12574,11,218.45,61,"France","Lead"
"2486",15724,11,218.25,73,"United Kingdom","Lead"
"1639",14570,29,218.06,95,"United Kingdom","Lead"
"3143",16634,9,217.9,82,"United Kingdom","Lead"
"1750",14727,9,217.73,59,"United Kingdom","Lead"
"699",13271,96,217.38,253,"United Kingdom","Lead"
"2359",15554,14,217.2,74,"United Kingdom","Lead"
"2738",16080,10,217.16,128,"United Kingdom","Lead"
"1032",13739,3,216.9,54,"United Kingdom","Lead"
"2288",15460,58,216.76,109,"United Kingdom","Lead"
"2528",15783,13,216.6,206,"United Kingdom","Lead"
"431",12897,4,216.5,110,"United Kingdom","Lead"
"2395",15604,17,216.39,159,"United Kingdom","Lead"
"3721",17436,9,216.3,90,"United Kingdom","Lead"
"1117",13858,11,216.17,75,"United Kingdom","Lead"
"2815",16179,11,215.83,99,"United Kingdom","Lead"
"1978",15052,30,215.78,82,"United Kingdom","Lead"
"3824",17580,45,215.72,88,"United Kingdom","Lead"
"1563",14476,19,215.7,132,"United Kingdom","Lead"
"2825",16189,11,215.48,134,"United Kingdom","Lead"
"3064",16519,13,215.08,54,"United Kingdom","Lead"
"2826",16190,6,215.08,88,"United Kingdom","Lead"
"383",12831,9,215.05,135,"United Kingdom","Lead"
"195",12588,10,214.9,53,"Finland","Lead"
"2925",16338,11,214.8,94,"United Kingdom","Lead"
"2984",16411,45,214.65,132,"United Kingdom","Lead"
"3305",16846,11,214.32,135,"United Kingdom","Lead"
"3151",16647,14,214.06,146,"United Kingdom","Lead"
"1796",14793,13,213.99,79,"United Kingdom","Lead"
"1661",14601,7,213.96,168,"United Kingdom","Lead"
"949",13621,19,213.85,343,"United Kingdom","Lead"
"3519",17153,14,213.78,104,"United Kingdom","Lead"
"1398",14241,10,213.7,146,"United Kingdom","Lead"
"799",13411,18,213.55,72,"United Kingdom","Lead"
"3110",16591,10,213.5,41,"United Kingdom","Lead"
"2348",15540,15,213.3,200,"United Kingdom","Lead"
"1929",14984,41,213.27,60,"United Kingdom","Lead"
"1659",14598,49,213.22,182,"United Kingdom","Lead"
"4079",17928,23,212.54,140,"United Kingdom","Lead"
"2694",16017,32,211.88,102,"United Kingdom","Lead"
"2941",16356,31,211.77,93,"United Kingdom","Lead"
"2469",15703,5,211.5,66,"United Kingdom","Lead"
"498",12995,3,211.32,108,"United Kingdom","Lead"
"2988",16415,54,210.35,187,"United Kingdom","Lead"
"891",13532,66,210.31,129,"United Kingdom","Lead"
"4021",17855,17,208.97,197,"United Kingdom","Lead"
"2191",15327,10,208.75,116,"United Kingdom","Lead"
"3776",17514,40,208.65,135,"United Kingdom","Lead"
"3019",16457,9,208.36,140,"United Kingdom","Lead"
"161",12547,8,207.8,134,"Spain","Lead"
"4269",18191,7,207.8,140,"United Kingdom","Lead"
"3318",16866,11,207.74,60,"United Kingdom","Lead"
"2916",16323,1,207.5,50,"United Kingdom","Lead"
"3230",16752,9,207.5,54,"United Kingdom","Lead"
"4075",17923,1,207.5,50,"United Kingdom","Lead"
"572",13099,1,207.36,288,"United Kingdom","Lead"
"2632",15925,12,207.15,93,"United Kingdom","Lead"
"2557",15820,17,206.98,128,"United Kingdom","Lead"
"3530",17166,12,206.34,78,"United Kingdom","Lead"
"1915",14964,13,206.21,143,"United Kingdom","Lead"
"547",13065,14,205.86,74,"United Kingdom","Lead"
"3891",17670,11,205.7,110,"United Kingdom","Lead"
"4013",17843,37,205.48,113,"United Kingdom","Lead"
"2176",15307,12,205.3,37,"United Kingdom","Lead"
"2512",15758,9,205.25,47,"United Kingdom","Lead"
"875",13513,10,205.1,109,"United Kingdom","Lead"
"2185",15319,16,204.5,175,"United Kingdom","Lead"
"4222",18126,55,204.28,143,"United Kingdom","Lead"
"3556",17206,7,204.24,76,"United Kingdom","Lead"
"515",13017,1,204,48,"United Kingdom","Lead"
"4330",18273,3,204,80,"United Kingdom","Lead"
"4050",17889,21,203.87,79,"United Kingdom","Lead"
"3688",17394,4,203.87,241,"United Kingdom","Lead"
"4052",17891,34,203.86,393,"United Kingdom","Lead"
"2485",15723,41,203.1,87,"United Kingdom","Lead"
"1491",14381,56,202.68,146,"United Kingdom","Lead"
"4251",18169,9,202.65,61,"United Kingdom","Lead"
"1494",14385,14,202.11,159,"United Kingdom","Lead"
"866",13503,16,201.85,236,"United Kingdom","Lead"
"2205",15347,5,201.6,130,"United Kingdom","Lead"
"714",13295,10,201.2,82,"United Kingdom","Lead"
"3391",16965,26,201.19,291,"United Kingdom","Lead"
"709",13284,13,201.19,91,"United Kingdom","Lead"
"1118",13859,28,201.16,129,"United Kingdom","Lead"
"4126",17988,38,201.12,43,"United Kingdom","Lead"
"3909",17693,16,200.47,231,"United Kingdom","Lead"
"691",13262,11,200.29,125,"United Kingdom","Lead"
